Quote_Id,Quote_Flag
1,0
4,0
5,0
7,0
8,0
11,1
15,0
19,0
20,0
22,0
34,1
36,0
38,0
39,1
44,0
47,1
53,1
54,0
58,0
61,0
62,1
63,0
64,0
65,0
70,1
71,0
76,1
79,0
83,1
86,0
88,1
90,1
93,0
94,1
95,0
96,0
97,0
98,0
104,1
107,1
108,0
110,1
111,0
113,0
114,0
118,0
120,1
123,1
124,1
126,1
127,0
132,0
133,0
134,0
137,0
138,1
141,0
142,1
144,1
146,0
147,0
148,0
149,0
155,1
156,0
164,0
169,1
170,1
172,1
175,0
177,0
182,0
188,0
190,0
192,1
194,1
199,0
201,1
204,1
205,0
209,0
210,0
211,0
213,0
217,1
218,0
219,1
225,1
229,0
230,0
232,1
233,0
235,0
238,1
240,0
246,0
260,0
263,1
264,0
272,1
276,0
277,0
279,1
283,0
284,0
285,0
290,0
292,0
293,0
298,1
300,1
302,0
308,1
310,1
313,0
314,0
315,1
319,1
320,0
321,0
325,0
326,0
329,0
331,0
336,1
338,0
339,1
341,0
345,0
346,1
347,0
349,1
352,1
353,0
356,1
357,0
358,1
360,1
361,0
365,0
366,0
368,1
370,0
372,1
374,1
375,0
376,0
381,0
382,1
384,0
388,0
391,0
392,0
393,0
398,0
403,0
405,0
406,0
409,0
411,0
415,0
416,0
425,0
427,0
434,0
437,0
439,0
440,0
441,0
442,1
443,1
446,0
447,1
449,0
451,0
453,0
454,0
461,1
465,0
469,0
474,0
476,1
477,0
485,0
488,1
496,1
497,0
498,0
500,1
503,0
504,0
508,0
509,0
510,1
521,1
525,0
527,0
532,0
533,0
536,0
537,0
538,1
539,0
544,0
546,1
550,1
551,0
563,1
564,0
565,0
566,0
568,1
569,0
570,0
571,1
573,1
576,0
577,0
579,1
580,1
584,0
585,0
586,0
591,0
593,1
594,0
604,0
605,1
606,1
607,1
613,0
615,0
616,0
617,0
618,1
619,0
621,0
622,0
624,1
625,0
629,1
630,0
631,1
635,1
637,1
638,0
643,0
645,0
647,1
649,0
651,1
654,0
655,0
661,1
670,0
671,0
672,0
675,0
678,0
680,1
684,0
688,0
692,1
697,1
698,0
700,0
701,1
704,0
705,1
706,0
708,0
709,1
712,1
715,0
719,0
723,1
725,0
727,0
728,1
729,0
730,1
731,0
732,1
735,0
738,0
739,0
740,0
741,0
746,0
747,1
749,0
753,1
754,1
760,0
765,1
775,0
779,0
783,0
784,0
786,0
788,1
790,1
792,0
793,0
794,0
797,0
798,1
799,0
804,1
805,1
811,1
813,0
814,1
815,0
816,1
820,0
821,0
822,0
823,0
824,0
825,0
826,1
827,1
828,0
831,0
832,1
835,0
836,0
837,0
839,1
840,1
844,0
847,0
851,0
856,0
861,1
862,0
863,0
869,1
870,0
874,0
877,0
878,0
883,0
886,0
887,1
888,0
889,0
892,0
895,0
905,0
908,0
909,0
910,0
912,0
916,0
918,0
921,1
924,1
925,1
927,0
928,0
929,1
930,1
931,0
933,1
936,0
940,0
941,0
943,0
944,0
947,0
948,0
960,0
962,1
965,0
966,1
967,1
970,0
975,0
976,1
977,0
978,1
981,1
984,1
985,1
986,0
987,1
988,0
993,1
995,0
999,0
1000,0
1006,0
1008,0
1010,1
1013,0
1014,0
1015,0
1016,0
1019,0
1021,0
1024,1
1025,1
1027,0
1032,0
1037,0
1039,0
1041,0
1042,1
1049,0
1050,0
1053,0
1055,1
1059,1
1062,1
1065,0
1066,0
1067,1
1074,1
1076,0
1077,1
1078,0
1080,0
1085,1
1088,0
1090,0
1092,0
1099,0
1100,0
1103,0
1105,0
1110,0
1111,0
1112,0
1113,1
1115,0
1116,0
1118,0
1119,1
1122,1
1124,0
1125,1
1129,0
1131,1
1133,1
1134,1
1149,0
1152,0
1156,0
1157,0
1158,0
1160,0
1162,0
1164,0
1165,1
1166,1
1169,0
1170,0
1172,0
1173,0
1174,0
1175,0
1178,0
1179,0
1180,1
1183,0
1187,1
1188,0
1191,1
1192,0
