"Quote_Id","Quote_Flag"
1,0.3527653128388017
4,0.7734633046941846
5,0.5278596269703199
7,0.6520211634396367
8,0.6953394461449556
11,0.8461200823452283
15,0.6899704584794837
19,0.0049287642739322835
20,0.2661609651245815
22,0.06380245442486933
34,0.8557971016329083
36,0.7615769378263246
38,0.7119243709095081
39,0.8382556495582426
44,0.08938635700690949
47,0.7670975537169045
53,0.8257052764794017
54,0.3077209097974178
58,0.17652586252443253
61,0.0010753225231710094
62,0.8327682431358777
63,0.6713104669182227
64,0.06938534615284778
65,0.6508958277225476
70,0.30641494803461694
71,0.6713704789739409
76,0.6349864654179753
79,0.657190352277268
83,0.8730392322052486
86,0.29078893716460325
88,0.2155824389238855
90,0.5338594382556737
93,0.16725415460897164
94,0.6615264459937077
95,0.7968603044433017
96,0.2905430949648462
97,0.826580958849465
98,0.6390719275961327
104,0.7981120210327861
107,0.21334411498307834
108,0.09593576442620129
110,0.8936172089379696
111,0.5594096744054724
113,0.8379701566180682
114,0.562107378706497
118,0.7697395588737022
120,0.7710908700072228
123,0.2773868612853534
124,0.5744491237059454
126,0.8384184978787684
127,0.5020209190007151
132,0.18768014640072994
133,0.7697395588737022
134,0.00024177628847048735
137,0.7257017688843346
138,0.8245160989628854
141,0.006581604681103669
142,0.6282706586104797
144,0.812052945710756
146,0.8394100132992516
147,0.17517158050000062
148,0.8627089285170305
149,0.06149365655877907
155,0.7459120077556902
156,0.00026042256581982373
164,0.04529098089856439
169,0.8277600695580429
170,0.8096545069720806
172,0.7630237559891753
175,0.5280987328630373
177,0.00024339733393246164
182,0.12920214491481333
188,0.0515667548546266
190,0.020184070450382913
192,0.8197460476530424
194,0.8240859892207396
199,0.18928914462646854
201,0.4204665000155428
204,0.41671751054455153
205,0.30733657088615796
209,0.00025173215204098387
210,0.0034430624342229833
211,0.0011099448306599994
213,0.5497280132140349
217,0.8304499758427022
218,0.7289479002832114
219,0.8279542070229584
225,0.18208424846518328
229,0.05860861783457565
230,0.682617159786643
232,0.8290545126146504
233,0.8468512029806514
235,0.0006587206153252741
238,0.8253922854679382
